id,name,age,salary,department,bonus,commission,score,rating,ot_hours,ot_amount
1938,Bob,45,30354,Finance,9124,41989.84,76,1.5,13.7,917
1939,David,34,69866,Finance,7415,41052.13,5,2.06,46.0,5705
1940,David,61,40487,Finance,16115,44767.02,99,4.98,34.3,5683
1941,Grace,29,100057,Finance,12339,43223.76,4,4.59,31.2,5003
1942,Bob,32,58105,HR,9309,170.01,99,1.27,42.9,3155
1943,Charlie,41,112731,Sales,19333,36140.35,85,2.02,45.7,3447
1944,Frank,51,47499,Marketing,1199,23104.11,62,4.63,15.5,5171
1945,David,53,46800,Admin,1995,25197.83,3,2.16,20.3,7363
1946,Eva,27,106616,IT,9347,39795.99,11,2.64,13.7,7205
1947,Bob,55,55120,Finance,4862,18105.75,55,3.99,5.3,6521
1948,Eva,32,46325,Admin,1518,6297.6,61,2.0,21.2,1585
1949,Frank,46,93663,Admin,12236,29485.58,9,4.24,49.8,6425
1950,Charlie,27,72577,HR,7784,43668.94,59,3.19,42.4,782
1951,Grace,18,66720,Marketing,13079,18423.93,15,3.95,6.7,1278
1952,Alice,61,65951,Sales,18065,40036.5,75,1.57,21.6,988
1953,Frank,25,40935,Marketing,17186,5429.79,78,4.08,18.4,3089
1954,Frank,63,119549,Sales,9948,29570.39,54,2.58,3.4,6463
1955,Bob,18,68208,HR,6151,8398.47,97,1.11,17.8,6835
1956,Eva,58,109992,Finance,10667,26127.84,81,4.07,42.3,7633
1957,Charlie,37,111111,IT,18946,31497.92,57,3.61,48.8,1128
1958,Charlie,20,25244,Marketing,7011,19041.54,95,2.23,10.9,5757
1959,Alice,31,26264,Admin,17421,46457.89,94,3.4,18.2,2446
1960,Bob,24,99016,Marketing,12576,45775.8,75,2.85,22.8,5932
1961,Grace,52,34858,IT,15820,36936.92,70,2.42,12.1,2977
1962,Grace,24,89338,Sales,11247,4205.16,5,4.05,42.1,1748
1963,David,62,80814,Admin,6971,3801.4,76,4.33,6.4,6663
1964,Frank,33,108903,Finance,13265,45231.24,16,1.9,2.2,4943
1965,Helen,50,109074,Finance,18089,5303.27,98,3.87,45.1,1207
1966,Eva,59,51104,IT,8712,23615.33,73,4.59,32.9,5080
1967,Frank,51,40273,Marketing,19232,8107.53,39,3.03,29.6,1740
1968,Grace,32,80275,HR,10776,15256.12,94,1.79,2.8,4933
1969,Grace,59,97597,IT,13588,37506.85,17,3.36,3.8,7320
1970,Alice,53,111184,IT,16037,11817.46,63,3.81,21.4,6490
1971,David,60,56495,Admin,17355,41318.22,64,4.16,49.1,1548
1972,Frank,18,27097,IT,12517,316.37,55,4.1,18.7,5340
1973,Eva,43,71316,IT,13389,25781.5,85,2.24,13.8,1570
1974,Bob,22,40023,Marketing,16288,31938.08,3,4.92,20.2,4317
1975,Charlie,58,67800,HR,13776,37333.51,88,2.65,9.7,3140
1976,Eva,41,33458,HR,2374,45464.14,61,3.65,26.0,1034
1977,Helen,40,39154,Finance,8579,49434.03,71,2.38,39.5,1612
1978,Frank,41,34211,Sales,16491,25077.8,29,2.72,47.8,4643
1979,Eva,18,24931,Marketing,8344,17694.59,97,2.61,48.3,2835
1980,Bob,33,104401,Marketing,1739,7728.96,88,2.74,43.1,658
1981,Grace,29,103137,Marketing,13473,13479.79,26,4.81,16.1,4336
1982,Grace,38,48513,Admin,8591,23886.16,42,1.47,48.4,896
1983,David,51,56227,Finance,17056,10762.44,3,1.15,34.6,5807
1984,Frank,52,65416,Marketing,4350,16458.16,23,4.43,7.2,4755
1985,Frank,55,79874,Admin,16590,29263.32,34,2.27,9.8,3470
1986,Eva,57,97533,IT,6903,6508.63,53,4.04,14.9,7862
1987,David,58,55030,Marketing,11249,10306.69,4,2.09,27.6,4247
1988,Charlie,49,108517,Finance,16097,5317.09,29,3.32,43.3,3122
1989,Grace,31,96309,Marketing,10346,27072.26,59,3.86,36.0,6377
1990,Grace,23,94266,Finance,14655,8769.56,22,4.19,12.9,7367
1991,Bob,19,108895,IT,15587,20947.93,14,1.24,45.7,2296
1992,Frank,31,101336,Finance,2229,39802.39,71,1.08,32.9,4243
1993,Helen,24,84161,IT,17798,9066.55,63,4.32,21.3,1408
1994,Grace,58,84092,IT,10619,7512.31,11,1.28,3.5,6741
1995,Eva,32,54160,Sales,11981,36750.68,22,1.25,9.7,6788
1996,Bob,60,115321,Sales,4226,8724.46,34,4.98,29.1,4335
1997,Charlie,62,72080,Finance,12361,7718.34,51,1.28,47.2,2864
1998,Grace,51,103586,Sales,18711,30258.32,65,4.88,26.6,6927
1999,Eva,31,97305,Finance,6470,13773.75,60,1.71,25.4,7709
2000,Helen,46,94969,HR,6491,4243.78,47,2.07,7.1,2869
2001,Grace,62,60123,IT,11902,27709.62,74,1.38,11.7,1798
2002,Grace,23,77048,HR,15326,41296.6,22,4.53,9.2,6239
2003,Charlie,24,31109,Admin,3793,38006.09,97,4.04,2.7,4884
2004,Frank,59,94673,HR,14062,22722.42,41,1.2,3.6,6210
2005,Grace,56,76860,HR,2353,18193.15,25,1.71,21.7,1403
2006,Eva,39,46848,Admin,4271,21794.96,82,3.14,45.0,4202
2007,Helen,44,81019,HR,14297,43999.52,7,1.42,3.7,5876
2008,Frank,45,87471,IT,9268,34408.27,29,1.62,15.6,4915
2009,Charlie,29,70634,IT,11819,6149.5,64,2.26,34.9,747
2010,Alice,42,52035,Sales,11841,406.17,57,3.73,22.4,7316
2011,David,43,118183,Marketing,5083,48675.4,18,4.73,42.5,6447
2012,Helen,48,83641,Admin,18050,25683.53,65,3.33,38.0,5807
2013,Charlie,31,100432,Marketing,10168,46318.56,56,3.37,27.1,7131
2014,Alice,28,99885,Admin,16295,43167.56,21,3.27,35.1,4297
2015,Grace,61,43411,Marketing,3325,19005.06,68,2.32,35.7,1937
2016,Bob,56,69492,Sales,8175,22628.55,31,3.88,46.4,4500
2017,David,27,34559,IT,9204,11254.68,87,3.88,48.5,5201
2018,Charlie,37,42529,Finance,8098,43785.81,64,4.44,18.1,600
2019,Grace,24,67958,Sales,7796,21472.97,22,4.09,21.6,735
2020,Bob,22,102352,Finance,18032,31081.32,6,3.68,21.0,4617
2021,David,21,62768,Sales,4827,7186.08,76,4.5,15.0,1262
2022,Helen,19,43998,Sales,7816,44992.43,16,3.16,45.2,1161
2023,Alice,24,107198,Finance,5687,10646.62,6,4.02,33.8,1575
2024,Helen,47,112924,Sales,1396,35362.16,27,3.58,11.0,6344
2025,David,42,114954,Admin,5579,46523.21,65,2.13,5.1,3475
2026,David,33,86018,Marketing,13998,30464.51,8,1.11,47.2,3000
2027,Eva,59,100305,Marketing,12588,7899.32,72,1.3,1.9,1208
2028,David,63,35939,IT,13657,47262.4,35,1.95,47.0,2772
2029,David,45,55080,Finance,17676,30602.52,87,3.14,40.3,2285
2030,Charlie,46,89250,Admin,17580,21347.18,60,1.48,38.2,1162
2031,Grace,62,88835,HR,15200,13786.02,8,4.02,2.1,6945
2032,Grace,30,47855,HR,1929,16261.73,65,3.84,47.8,7460
2033,Helen,40,60174,Marketing,7732,31727.75,19,1.12,9.0,4932
2034,Alice,44,25093,Admin,18431,13536.86,49,3.71,15.2,3989
2035,Helen,40,115074,IT,18831,26565.84,70,1.56,24.4,3777
2036,Alice,21,88247,IT,9743,18471.07,6,4.22,18.4,3883
2037,David,35,94427,Finance,14665,21500.06,93,3.82,43.5,3474
2038,Frank,54,50490,HR,16041,34519.76,77,1.36,48.4,4165
2039,Eva,50,44249,Finance,5037,43979.58,41,1.89,8.9,1447
2040,Grace,18,44730,Sales,10915,41209.16,45,3.49,32.6,1984
2041,Charlie,63,41666,Marketing,6059,25999.44,36,1.41,24.5,1232
2042,Eva,23,108199,Admin,2798,1353.34,63,3.19,10.3,3662
2043,Grace,32,50039,Finance,6767,45561.68,80,3.27,23.7,2575
2044,Grace,48,106942,Marketing,15447,19321.45,1,4.95,47.1,7053
2045,David,56,67865,Finance,16920,18293.02,18,1.66,4.7,2662
2046,Frank,41,53472,Admin,10259,46575.34,83,2.2,40.8,679
2047,Charlie,58,50988,Finance,7843,6007.34,57,2.76,3.0,5819
2048,David,49,46579,Finance,1484,39052.73,86,2.81,5.0,2401
2049,Charlie,35,113316,Finance,3938,805.74,37,3.84,34.6,7979
2050,Frank,26,38682,HR,12049,44818.44,47,3.29,31.6,2327
2051,Helen,28,76515,HR,5073,38277.58,1,4.17,0.8,2425
2052,Grace,31,70273,Admin,14119,31491.39,18,1.03,40.3,2476
2053,Helen,50,56517,Marketing,9955,45542.65,41,4.44,47.3,1414
2054,Grace,33,73379,Marketing,3435,45408.54,55,4.65,48.8,4210
2055,Charlie,50,114753,Finance,10051,32625.53,38,1.01,34.6,4991
2056,Grace,44,84682,Admin,5847,23574.18,25,1.05,7.1,1591
2057,Charlie,59,28450,Sales,16496,40718.42,53,3.85,9.4,2140
2058,Grace,20,92143,Marketing,17024,29624.02,20,1.6,5.7,4840
2059,Bob,21,78200,Finance,17893,33727.68,25,3.8,41.4,1203
2060,Helen,63,90793,IT,8886,2593.43,31,4.85,28.0,5375
2061,Alice,38,50902,Admin,10662,3937.76,78,4.22,0.2,5492
2062,Eva,39,106679,Sales,12016,25267.98,25,1.81,6.3,4665
2063,David,60,98074,Finance,16070,29083.04,56,2.28,38.4,4635
2064,Frank,31,50904,HR,3645,21638.18,18,2.44,36.3,2252
2065,Eva,55,53674,Finance,5436,43744.08,23,2.46,22.5,685
2066,Frank,49,108811,Marketing,12942,15052.74,27,1.88,39.3,2307
2067,Eva,34,106227,Sales,16438,4172.31,63,3.08,28.4,808
2068,David,59,102268,Finance,1212,21542.21,17,2.3,43.0,2608
2069,David,43,74934,Finance,8260,26937.58,59,3.08,18.1,3209
2070,Helen,19,119837,Admin,17130,26790.44,5,3.88,31.5,6415
2071,Eva,25,86109,IT,15085,29708.24,43,1.91,36.6,7038
2072,David,43,106315,IT,19056,4615.64,22,3.88,10.6,5982
2073,Eva,25,111607,Marketing,15984,27384.02,27,2.52,43.5,6480
2074,Frank,42,46357,Marketing,5651,40942.27,52,4.49,41.6,4832
2075,Helen,22,70763,IT,2617,45957.2,23,4.18,41.9,4933
2076,Helen,32,55645,Finance,3749,28530.85,97,4.93,42.3,6103
2077,Alice,60,45834,Marketing,10674,15837.65,62,2.94,0.9,3924
2078,Helen,46,86501,Admin,16325,146.4,68,2.53,10.1,1468
2079,Helen,40,38570,HR,6788,20853.9,83,1.45,41.6,1975
2080,Charlie,34,26148,HR,15091,28944.92,66,1.55,6.5,5601
2081,Eva,41,109723,Admin,2510,8325.71,78,1.06,41.7,5322
2082,Frank,37,50438,Admin,8378,35895.05,64,1.94,21.9,2611
2083,Helen,38,84255,Sales,19994,28318.38,14,3.11,16.5,1413
2084,Charlie,60,37366,Admin,1823,41902.0,26,4.36,34.6,7224
2085,Bob,59,96467,Sales,7706,45230.08,13,1.51,36.1,4401
2086,David,48,52940,Admin,6260,21287.27,20,2.63,34.8,2339
2087,Eva,63,60922,Admin,6535,10403.93,99,3.55,38.3,1348
2088,Helen,24,95979,Admin,1246,11558.8,83,1.43,43.3,2838
2089,Bob,44,75747,Sales,16664,36221.63,60,4.46,3.9,7002
2090,Frank,57,112628,Finance,7376,42553.71,12,4.21,11.3,3907
2091,Grace,47,103489,IT,10829,32206.61,56,4.11,38.9,3630
2092,Grace,34,67321,Admin,18784,25657.84,55,4.26,19.8,6958
2093,Eva,51,86965,Sales,12579,11221.72,95,3.08,25.6,7463
2094,Alice,33,103448,Finance,14950,27672.01,91,4.41,17.8,4517
2095,Helen,27,91212,IT,17433,14116.53,66,3.91,48.2,6317
2096,Charlie,34,20943,Finance,13891,11159.79,6,3.72,33.3,1731
2097,Eva,56,45040,Marketing,10810,49419.61,74,2.47,22.7,4918
2098,David,40,22673,IT,11169,43075.66,39,4.98,27.6,5480
2099,Grace,25,72959,Sales,8599,25981.73,36,1.65,14.4,3967
2100,Helen,36,28924,IT,8342,11785.59,61,2.4,36.8,4632
2101,Eva,34,98775,IT,13567,32923.23,7,1.51,37.6,2732
2102,Eva,40,74675,IT,3171,25261.55,15,1.1,38.2,4662
2103,Alice,40,28584,IT,2636,47284.11,34,2.64,16.3,854
2104,Eva,51,35734,HR,4931,42699.49,87,3.54,16.8,6763
2105,Bob,30,71561,Sales,3855,46706.94,29,4.77,40.0,2596
2106,Charlie,61,38595,HR,15892,24878.34,90,4.63,43.0,7269
2107,Alice,19,92131,IT,3916,46858.58,74,3.11,17.3,6682
2108,Frank,39,24883,Marketing,13852,9963.23,90,3.07,1.9,6003
2109,Frank,45,87566,Marketing,10105,23264.68,4,1.06,16.2,2051
2110,Helen,32,77653,IT,17199,3688.35,85,4.85,18.7,1601
2111,Alice,27,25969,IT,18069,23118.79,79,1.86,13.3,6329
2112,Grace,35,42065,Marketing,3734,19905.04,98,2.57,7.5,7564
2113,David,47,119083,Sales,5295,36948.65,61,1.36,42.7,7396
2114,Eva,62,86382,HR,7731,36839.64,73,1.71,23.6,5237
2115,Charlie,47,81510,HR,16460,41632.55,34,2.84,17.7,5979
2116,Charlie,53,51618,IT,1738,1366.05,15,4.45,38.6,7344
2117,Charlie,30,44943,IT,19270,1721.74,55,1.57,12.3,4279
2118,Bob,21,95175,Sales,19346,47040.05,80,4.93,44.5,1725
2119,Eva,19,113951,HR,4535,44023.76,39,2.29,20.0,7261
2120,Helen,27,81641,Finance,12434,44517.74,20,3.02,48.6,4511
2121,Bob,57,53512,Admin,8852,48818.76,84,4.51,12.1,7901
2122,Grace,53,89025,Marketing,16466,17515.5,91,1.97,7.9,4141
2123,Bob,56,41726,Admin,3561,34335.3,88,4.75,25.9,6403
2124,Charlie,59,60447,Sales,2089,46160.73,89,4.12,10.9,6391
2125,David,45,116212,Marketing,6674,32838.4,33,2.41,30.6,1385
2126,David,53,66517,Sales,4223,16719.11,61,2.79,35.9,1410
2127,Helen,62,64227,Finance,18848,36254.05,98,1.53,26.0,5515
2128,Frank,32,78100,Finance,11345,14214.81,42,2.84,25.3,5708
2129,Grace,28,36374,IT,5698,31229.25,57,2.96,37.8,4864
2130,David,41,109691,Finance,8617,27675.54,96,3.15,5.5,563
2131,Grace,51,102546,HR,9097,1371.18,64,1.34,12.4,4032
2132,Frank,49,108775,Sales,6929,29988.08,44,1.96,42.8,7155
2133,Grace,18,94075,Sales,14168,28336.99,37,1.74,30.8,5287
2134,Helen,46,31345,HR,18511,46574.37,45,3.62,43.3,7758
2135,Alice,24,119430,IT,12875,37756.36,59,4.27,47.3,1953
2136,Charlie,45,79463,HR,7602,10536.74,86,2.94,40.9,7287
2137,Helen,48,25165,Marketing,13284,48618.09,91,3.27,42.7,6819
2138,Eva,25,117201,Sales,9805,34409.33,34,3.83,9.8,5898
2139,Helen,19,107273,Finance,5234,15248.87,7,4.79,35.1,2846
2140,Grace,29,89758,Finance,18519,7534.64,70,1.78,19.6,7118
2141,Helen,51,65498,Sales,5679,31061.14,84,2.51,24.7,3622
2142,Bob,23,71659,IT,15536,6787.5,84,4.13,40.8,6741
2143,Frank,45,63247,Finance,1335,10608.83,96,2.62,3.9,7534
2144,David,44,50773,IT,15151,17315.57,83,3.43,26.5,6324
2145,David,27,85632,Marketing,18714,16131.92,46,1.81,27.3,5148
2146,Helen,23,107525,IT,3766,39502.45,98,1.67,5.6,6312
2147,Bob,51,70111,Sales,6674,12984.49,36,4.94,31.3,1848
2148,Helen,40,107213,Marketing,10404,20031.83,78,4.73,17.6,1681
2149,Grace,26,103074,Finance,19894,35351.34,17,1.49,43.3,6388
2150,Eva,63,115722,Admin,8979,14833.05,80,4.75,34.0,7873
2151,Eva,51,32122,Sales,13182,4931.24,77,3.79,9.3,1959
2152,Alice,22,36876,HR,19037,23829.61,26,4.74,29.3,5351
2153,Helen,37,67464,Sales,12167,47686.93,94,1.45,37.5,5184
2154,Helen,63,91965,HR,1205,38180.69,56,4.17,7.3,4576
2155,Alice,35,28470,Sales,4841,39452.23,58,2.82,43.6,6958
2156,Bob,35,44969,Sales,14855,1737.51,32,2.41,41.1,3971
2157,Frank,54,32757,Sales,14306,39796.64,23,3.32,11.3,7654
2158,Alice,47,99532,HR,9277,11389.76,40,2.96,48.2,3877
2159,Frank,36,94985,Finance,8809,2356.66,10,1.2,36.5,3280
2160,Bob,24,57625,HR,1382,12508.72,66,1.1,17.4,7292
2161,Helen,45,115939,IT,17119,6476.9,94,3.82,43.5,4230
2162,David,21,88528,IT,10613,22658.99,21,2.39,12.0,5967
2163,Alice,61,39391,IT,3381,25011.3,44,2.17,2.9,810
2164,David,25,29310,Finance,8139,18845.31,76,1.46,26.3,3466
2165,Helen,26,39243,Finance,12908,43817.1,67,2.31,36.6,779
2166,David,20,86014,Finance,18094,31407.57,43,2.17,42.4,5173
2167,Helen,20,31472,IT,14025,12943.19,62,1.69,5.0,5250
2168,Bob,27,50017,IT,11590,23380.68,2,2.08,26.0,4567
2169,David,46,98031,Admin,15755,27231.54,80,1.85,31.9,3236
2170,Grace,47,72699,Marketing,17682,18534.6,83,4.37,11.0,1209
2171,Eva,21,101268,HR,16825,42960.3,9,1.27,7.7,3357
2172,Charlie,62,36119,Admin,19492,5293.45,18,3.43,32.8,3380
2173,Alice,61,65897,Sales,9335,8675.5,9,1.98,26.3,1349
2174,Eva,37,31849,IT,13221,13038.24,27,4.77,39.0,3338
2175,Frank,35,108162,Marketing,14015,23171.38,98,1.97,25.3,1854
2176,David,39,30152,Finance,6433,19660.62,80,3.87,22.2,4595
2177,Bob,58,95717,Finance,15894,6265.62,15,4.4,39.2,1306
2178,Bob,21,26578,Finance,19330,42762.81,57,3.32,9.4,3680
2179,Frank,22,75533,Finance,5400,29210.82,62,4.44,45.4,3036
2180,Grace,56,44594,Sales,3880,45926.28,65,3.21,3.3,1376
2181,Frank,36,72069,Admin,11653,20354.0,11,2.39,4.7,6216
2182,Bob,46,81458,Finance,10344,2436.94,36,2.21,28.4,7414
2183,Bob,54,63185,Sales,13356,3268.92,2,3.9,24.2,5643
2184,David,64,106629,Marketing,9554,10328.54,21,2.47,22.1,1379
2185,Bob,29,103264,Sales,8838,46472.37,86,2.19,35.5,7204
2186,Bob,26,40965,HR,10210,9561.47,48,1.21,11.1,2638
2187,Helen,35,37964,Sales,4701,15676.16,95,3.56,12.0,2815
2188,Bob,49,30877,Admin,14608,23972.79,18,3.57,46.3,7737
2189,Eva,60,35862,Sales,10815,39480.54,71,1.91,48.7,1975
2190,Eva,36,59735,Marketing,16903,24859.71,28,3.25,18.2,2557
2191,Bob,42,113207,Marketing,9957,16845.99,97,2.52,29.2,4751
2192,Bob,45,89262,Sales,3149,16561.4,9,3.37,6.2,2194
2193,Alice,63,53424,IT,18423,30108.58,5,1.8,31.3,2399
2194,Helen,52,23601,Admin,18833,13498.78,42,3.27,13.7,3418
2195,Alice,38,114871,Marketing,10393,31605.99,7,3.75,9.5,4785
2196,Alice,34,21580,Admin,17725,30281.26,66,4.08,43.4,5666
2197,Helen,33,69925,HR,6520,28115.2,94,4.81,31.9,7364
2198,David,44,95643,HR,14574,25174.36,41,4.49,32.5,2625
2199,Helen,30,86626,HR,4740,3411.06,38,2.07,49.8,2657
2200,Frank,42,114937,HR,15552,33895.98,28,4.96,0.2,2057
2201,Frank,57,36448,Finance,7599,7227.19,15,2.79,2.3,2542
2202,Frank,46,73424,Marketing,11759,29227.97,68,1.53,31.5,5452
2203,Eva,44,75030,Finance,3532,36670.53,13,4.87,7.2,7579
2204,Frank,34,114450,Admin,15248,38142.03,73,1.01,43.3,6920
2205,Alice,20,99776,Marketing,6947,14147.33,56,1.11,27.4,4550
2206,Eva,38,86544,IT,19428,33782.59,4,1.71,4.2,5509
2207,Charlie,25,21443,HR,9814,32826.77,4,1.13,3.2,3913
2208,Eva,57,72122,HR,19048,10887.25,66,2.27,11.8,1846
2209,Eva,24,26913,Marketing,13585,2637.56,87,1.59,34.7,1114
2210,Eva,62,32749,IT,7006,21147.89,54,4.08,35.1,3372
2211,Charlie,39,117394,Admin,5436,46512.39,47,1.02,24.9,818
2212,Eva,39,93197,Sales,12943,19381.3,98,1.88,26.8,3358
2213,Grace,36,40068,Sales,1043,29103.83,45,4.77,44.6,3888
2214,Helen,60,87619,Marketing,1764,4536.36,85,3.23,47.7,6045
2215,Charlie,20,116113,Marketing,3920,10849.04,51,3.69,26.9,7040
2216,Grace,42,111960,Admin,7021,40644.09,71,2.5,12.6,7414
2217,Charlie,63,22628,IT,16077,20001.94,45,1.1,14.7,4239
2218,Alice,42,102588,Finance,19667,39958.0,32,1.52,46.0,7049
2219,Eva,30,42053,HR,3032,36418.37,40,4.35,11.9,4013
2220,Charlie,64,52561,Sales,18467,9358.77,7,2.67,41.2,7233
2221,Grace,60,82371,Sales,1163,22889.75,37,3.98,44.9,2787
2222,David,50,85600,Sales,9125,48211.33,85,1.66,31.6,5588
2223,Bob,60,114195,Marketing,6437,28304.98,25,3.41,47.2,3886
2224,David,25,58009,Finance,5202,44700.72,47,3.2,6.4,3455
2225,David,28,99663,Sales,6654,8033.63,85,1.41,20.1,713
2226,Frank,26,54555,Finance,9972,37244.38,45,4.77,41.6,2353
2227,Charlie,48,116552,Marketing,13927,38720.91,43,4.89,11.5,6045
2228,Bob,39,98224,HR,15342,48453.92,83,2.41,16.8,1215
2229,Grace,18,94732,Finance,12014,3988.42,65,1.8,46.0,5593
2230,Eva,23,31961,Marketing,17509,42430.41,15,2.55,8.4,1049
2231,Grace,30,24284,HR,5684,17255.74,5,2.07,31.6,5919
2232,Grace,48,69030,Finance,4161,44948.86,71,2.57,13.8,4043
2233,Helen,30,58389,IT,19885,5619.04,63,2.21,4.7,2801
2234,Bob,60,29795,Marketing,7589,28078.74,6,2.33,25.8,6893
2235,Eva,51,61197,Finance,14000,24421.24,26,4.31,11.5,7298
2236,Charlie,60,73173,HR,17209,42815.33,3,2.91,36.4,3473
2237,Bob,51,33725,Admin,11655,47998.8,2,3.48,10.1,1058
2238,Frank,45,21402,Sales,11822,49198.95,48,3.21,27.5,5330
2239,Bob,55,113671,Sales,4843,6835.81,75,2.66,7.9,4572
2240,Frank,25,33967,IT,11736,11675.22,69,3.55,33.9,4901
2241,Alice,21,35876,HR,15420,31402.82,99,4.71,33.5,7241
2242,Eva,48,46012,Finance,3857,27539.16,92,4.76,30.7,6720
2243,Eva,51,42200,Marketing,15216,21167.52,95,4.35,3.5,2915
2244,Charlie,29,50886,HR,12927,14496.15,13,4.62,39.2,1152
2245,Helen,42,56640,Sales,9430,27199.66,42,1.76,28.7,7706
2246,Eva,56,63101,HR,17148,46766.61,58,4.61,9.5,5010
2247,Frank,39,67071,IT,15760,1304.74,9,3.84,16.8,1464
2248,Grace,21,59088,Sales,6327,10094.84,30,2.02,35.9,6290
2249,Frank,50,61045,HR,5395,31405.08,94,3.26,34.6,3069
2250,Eva,54,112444,Sales,7309,11380.9,49,3.84,31.9,6918
2251,Charlie,34,117856,Admin,1427,49599.41,74,2.33,0.7,7952
2252,David,53,51190,Admin,3903,45277.55,54,2.5,10.2,4556
2253,Frank,47,100096,Finance,15758,34643.69,85,4.18,8.9,4300
2254,Alice,64,70906,Sales,17747,36414.7,49,4.45,44.9,4578
2255,Eva,49,60774,Admin,5676,39950.04,99,1.25,11.6,3337
2256,Grace,34,89970,HR,7796,9114.08,84,4.44,46.3,7687
2257,Helen,43,49995,IT,18439,41597.35,33,4.66,42.5,1338
2258,Alice,51,61449,IT,1808,6767.81,59,3.22,39.5,2161
2259,Helen,55,25744,Marketing,14502,30955.39,79,2.66,36.9,668
2260,Eva,62,43797,Sales,5606,17465.6,10,3.34,36.6,4768
2261,Helen,44,89003,Admin,18414,13774.0,28,3.8,49.8,6092
2262,Eva,58,66508,IT,10311,47986.4,92,3.3,2.1,7449
2263,Helen,18,55855,IT,19201,33092.19,91,3.64,49.3,7865
2264,Grace,49,29940,Sales,14725,47551.91,5,3.18,37.7,4923
2265,David,27,85843,Marketing,12324,14550.73,81,4.25,1.4,6637
2266,Alice,34,49421,Marketing,1595,36581.76,49,2.34,14.2,2248
2267,Eva,36,32234,HR,19697,38534.02,21,3.41,32.9,7437
2268,Eva,18,22355,Admin,11921,7000.15,86,2.29,10.9,2838
2269,Helen,62,89305,IT,18219,27877.57,53,1.82,38.9,6887
2270,Eva,22,56499,Admin,12690,34202.52,81,3.03,34.9,3005
2271,David,31,101682,HR,9176,8867.52,74,3.89,9.2,7753
2272,Frank,33,102379,HR,2625,20456.88,57,1.4,24.4,7043
2273,Eva,63,80256,Admin,8905,48328.19,24,2.04,3.0,2190
2274,Frank,47,50650,Marketing,6681,41250.05,24,3.68,19.7,2378
2275,Helen,29,38966,HR,17478,16707.36,33,2.17,33.4,2160
2276,Eva,52,78722,HR,2424,1492.85,60,4.76,6.3,4480
2277,Grace,39,61104,Finance,11449,34729.92,42,3.52,14.4,3607
2278,Helen,60,47046,IT,10290,31858.94,89,2.66,20.0,4890
2279,Helen,61,31049,IT,17043,5246.34,92,4.28,47.0,3652
2280,Grace,62,119493,Marketing,5744,3572.64,74,2.09,37.6,5986
2281,Charlie,63,106245,Admin,12628,20022.21,69,3.76,42.3,5048
2282,Alice,33,51127,IT,4386,12002.16,51,2.18,32.4,3324
2283,Charlie,63,21523,Admin,8672,42406.77,30,1.88,49.9,1577
2284,Charlie,31,67752,HR,3516,40790.09,67,2.24,44.3,2698
2285,Helen,20,45153,Admin,10978,44673.58,92,4.89,15.2,4596
2286,Charlie,50,81553,Sales,15223,16050.31,71,1.76,14.4,2422
2287,Alice,18,25468,Finance,3912,40701.03,47,1.75,33.3,7893
2288,Alice,39,46199,Marketing,18364,13331.67,49,4.86,45.0,1428
2289,Helen,46,62473,HR,19277,38282.81,36,3.74,22.9,7048
2290,Bob,23,78651,HR,8420,23945.38,92,2.76,25.4,7455
2291,Alice,36,72479,Admin,18841,25466.4,82,1.95,31.7,4344
2292,Alice,53,69635,IT,14322,11701.2,18,2.51,9.9,4679
2293,Bob,31,32449,IT,13349,4096.77,71,1.43,13.7,7430
2294,Grace,50,113160,Sales,4009,31923.8,62,1.42,4.9,5119
2295,David,46,53478,Sales,7895,9671.05,10,3.79,12.4,4249
2296,Grace,34,91048,Marketing,19088,11906.3,76,2.47,6.2,791
2297,Bob,54,73626,HR,1591,39168.16,99,3.26,32.8,3114
2298,Alice,23,104780,HR,17558,21795.24,92,2.33,15.9,2953
2299,David,42,83880,Admin,19644,32847.39,78,1.05,38.6,7723
2300,Eva,64,24830,HR,19925,34137.42,30,4.73,12.9,6682
2301,Grace,49,64554,IT,15538,42197.02,77,1.8,31.3,2968
2302,Charlie,62,119590,IT,1633,38327.91,25,1.17,35.2,3232
2303,Frank,18,107472,Marketing,18318,28726.25,91,2.63,7.4,6473
2304,Grace,33,21871,Marketing,1362,49561.52,48,2.08,24.4,2565
2305,Frank,53,31366,Sales,9098,30784.03,49,3.87,8.1,7202
2306,Bob,59,29557,IT,16556,29359.02,82,3.88,8.3,3855
2307,Bob,18,88716,Sales,11093,16.21,82,4.37,11.6,7257
2308,Bob,18,82320,Finance,12548,8078.33,8,1.67,40.6,7133
2309,Grace,63,42727,Sales,13847,49083.67,96,3.78,18.5,2157
2310,Bob,45,41523,IT,17850,43843.46,67,3.14,37.5,2308
2311,David,63,116384,Finance,8022,44367.9,72,4.01,10.0,1806
2312,Grace,26,68246,HR,3462,23180.07,27,1.37,29.0,7610
2313,Alice,53,82823,Admin,10751,22597.19,78,2.35,30.7,3355
2314,Frank,49,59333,HR,6863,8102.65,25,1.89,39.6,504
2315,Eva,50,29004,Admin,12622,28392.45,11,1.23,23.2,6794
2316,Eva,54,20335,Sales,11250,3002.3,34,3.31,40.6,5415
2317,David,18,119224,HR,8642,192.86,69,2.48,2.0,3560
2318,Charlie,18,53205,Finance,9428,49319.81,18,4.45,28.3,1477
